,coordinate1,coordinate2
c301,55,19
c302,222,54
c303,149,20
c304,140,61
c305,133,71
c306,147,75
c307,251,27
c308,140,63
c309,51,21
c310,87,18
c311,140,9
c312,172,79
c313,61,83
c314,74,118
c315,71,37
c316,163,110
c317,143,99
c318,38,40
c319,189,95
c320,186,98
c321,231,26
c322,15,66
c323,2,80
c324,217,37
c325,163,51
c326,110,30
c327,84,27
c328,61,108
c329,126,36
c330,25,25
c331,71,20
c332,212,18
c333,71,83
c334,133,33
c335,123,84
c336,25,32
c337,140,96
c338,133,74
c339,123,13
c340,63,65
c341,33,104
c342,94,42
c343,11,111
c344,0,57
c345,163,40
c346,2,20
c347,186,65
c348,234,47
c349,133,90
c350,80,44
c351,48,59
c352,163,107
c353,97,82
c354,176,101
c355,40,69
c356,217,91
c357,186,21
c358,218,44
c359,94,98
c360,222,26
c361,163,90
c362,0,69
c363,48,46
c364,231,49
c365,117,52
c366,222,58
c367,156,18
c368,194,82
c369,179,63
c370,48,65
c371,218,13
c372,163,105
c373,240,9
c374,133,17
c375,126,69
c376,189,99
c377,199,32
c378,231,85
c379,51,58
c380,178,9
c381,124,49
c382,251,97
c383,48,62
c384,38,107
c385,234,16
c386,126,93
c387,126,85
c388,176,97
c389,72,118
c390,240,77
c391,223,45
c392,79,24
c393,94,52
c394,212,60
c395,217,20
c396,48,77
c397,63,88
c398,239,89
c399,186,36
c400,123,118
c401,34,106
c402,218,74
c403,107,102
c404,244,28
c405,140,100
c406,103,36
c407,133,84
c408,2,106
c409,240,98
c410,133,30
c411,71,86
c412,94,24
c413,246,87
c414,186,67
c415,94,43
c416,0,33
c417,25,29
c418,102,36
c419,38,63
c420,186,23
c421,32,118
c422,186,61
c423,163,13
c424,199,9
c425,222,52
c426,244,8
c427,123,76
c428,143,30
c429,133,27
c430,80,118
c431,11,106
c432,61,58
c433,41,47
c434,231,54
c435,17,49
c436,231,101
c437,195,5
c438,209,56
c439,57,104
c440,2,109
c441,163,63
c442,244,101
c443,202,72
c444,217,25
c445,103,59
c446,2,49
c447,172,18
c448,140,16
c449,143,111
c450,40,86
c451,172,89
c452,94,81
c453,38,15
c454,212,26
c455,15,47
c456,140,62
c457,28,11
c458,218,109
c459,81,118
c460,15,30
c461,71,81
c462,18,98
c463,212,33
c464,195,104
c465,125,35
c466,133,40
c467,148,43
c468,57,24
c469,140,76
c470,120,17
c471,149,47
c472,140,102
c473,26,57
c474,86,63
c475,193,20
c476,212,35
c477,15,68
c478,195,20
c479,212,80
c480,209,33
c481,103,89
c482,97,7
c483,234,39
c484,163,18
c485,81,109
c486,179,13
c487,173,22
c488,94,102
c489,189,32
c490,212,84
c491,38,11
c492,179,28
c493,234,30
c494,48,22
c495,71,71
c496,209,72
c497,64,80
c498,199,43
c499,231,32
c500,84,34
c501,79,44
c502,195,78
c503,48,104
c504,251,67
c505,212,112
c506,61,53
c507,194,20
c508,218,32
c509,2,104
c510,163,39
c511,202,73
c512,218,20
c513,155,107
c514,123,62
c515,120,82
c516,195,89
c517,28,105
c518,231,71
c519,186,32
c520,84,112
c521,71,95
c522,234,32
c523,25,73
c524,102,71
c525,231,60
c526,74,25
c527,199,41
c528,0,99
c529,179,15
c530,140,104
c531,176,105
c532,25,44
c533,34,5
c534,55,36
c535,189,103
c536,97,69
c537,218,79
c538,176,103
c539,231,87
c540,49,75
